name,free_returns,items_sold,item_price,item_shipping,item_status
😎 Bifocal Sunglasses Men Sport Wrap-Around Sun Reading Glasses Reader Women D,True,9,990,0,Brand New
Square Frame Multi Focus Progressive Reading Glasses 3 Strengths in 1 Reader,True,329,1399,0,Brand New
5 Pack Men Classic Style Square Metal Frame Reading Glasses Spring Hinge Readers,True,,1699,0,Brand New
2022 NEW MIGHTY SIGHT LED Magnifying EYEWEAR Battery Glasses Magnifier 160%,False,,10991299,0,Brand New
Oversized Square Reading Glasses Men Women High-definition Presbyopia Eyeglasses,False,,107427,199,Brand New
4 Pair Mens Rectangular Blue Light Blocking Reading Glasses Spring Hinge Readers,True,,1369,0,Brand New
1pc Unisex Foldable Anti-blue Light Reading Glasses +1.0/1.5/2.0/2.5/3.0/3.5/4.0,False,82,316325,0,Brand New
2 Pair Mens Rectangular Blue Light Blocking Reading Glasses Spring Hinge Readers,True,,989,0,Brand New
4 Pairs Mens Womens Spring Hinge Horned Rim Reading Reader Clear Glasses 1 - 3,True,,1199,0,Brand New
CVS Health 3 Pack Jacob 2.0 Men's Reading Glasses,False,,999,0,Brand New
3 Pairs Oval Frame Reading Glasses Lightweight Classic Readers for Women Ladies,True,,998,0,Brand New
Blue Light Blocking Progressive Multifocus Reading Glasses Men Women 1.0x ~ 4.0x,False,,915992,0,Brand New
3 PK Mens Rectangular Rimless Blue Light Blocking Reading Glasses Unisex Readers,True,,999,0,Brand New
4 Pairs Reading Glasses Computer Anti Blue Ray + 1.0 1.5 2.0 2.5 3.0 3.5 4.0,True,,999,0,Brand New
Rectangle Rimless Reading Glasses Men Women Unisex Readers all power lightweight,True,,749,0,New without tags
2PK Womens Mens Unisex Blue Light Blocking Reading Glasses Spring Hinge Readers,True,,849,0,Brand New
Eyekepper Reading Glasses 5 Pack Modern Readers Men Women Glasses Spring Hinge,False,13,1699,0,Brand New
Anti Blue Light & Anti Block Glare Computer Reading Glasses Readers for Women,True,136,899,0,Brand New
1 Pack Mens Womens Rectangle Frame Reading Glasses Blue Light Blocking Readers,True,,699,0,Brand New
Jones New York Mens 3-pc. Rectangle Reading Glasses,False,,1200,0,Brand New
New Mens Womens Clear Lens Rectangular Frame Fashion Designer Eye Glasses Gold,True,,999,0,Brand New
Slim Tube Readers Reading Glasses in Aluminum Hard Case Gunmetal Compact Reader,True,,7991999,0,Brand New
Lightweight rimless reading glasses anti-blue light glasses +1/1.5/2/2.5/3/3.5/4,False,,185224,0,Brand New
Eyekepper Reading Glasses 5 Pack Readers Men Women Eyeglasses Spring Hinge,False,,1799,0,Brand New
2 Pack Reading Glasses Readers Men Women Square Frame 1.0 1.5 2.0 2.5 3.0 3.5 4.,False,,1099,0,Brand New
4 Pairs Round Reading Glasses Spring Hinge with pouches for Women,True,0,999,0,Brand New
Classic Black Rimless Reading Glasses Readers Travel Slim Design with Case ,True,,8992499,0,Brand New
Blue Light Blocking Computer Gaming Reading Glasses Readers Retro Classic,True,65,899,0,Brand New
+1.50-3.50 BIFOCAL READING GLASSES CLASSIC TOP Quality SPRING HINGES UV CLEANED,True,,1299,0,Brand New
3 Packs Unisex Rectangular Frame Reading Glasses Classic Readers for Men Women,True,,899,0,Brand New
1 or 3 Pair Men Women Fashion Square Rubberized Frame Full Lens Reading Glasses,True,,9491899,0,Brand New
Compact Lightweight Reading Glasses Presbyopic Glasses Folding with Zipper Case,False,0,705860,0,Brand New
Reading Glasses Foster Grant with case SERENDIPITY  MSRP $16.99,False,,500,389,Brand New
Men Metal Compact Folding Reading Glasses with Zip Case Strengths +1.00 to +4.00,False,178,945,0,Brand New
1 Pair Mens Rectangular Blue Light Blocking Reading Glasses Spring Hinge Readers,True,,799,0,Brand New
Square Reading Glasses Progressive Multifocus Anti Blue Light Presbyopia NEW,False,,712750,0,Brand New
1.0 1.5 2.0 2.5 3.0 3.5 4.0- 4 Pack Men Women Lightweight Reader Reading Glasses,True,0,1142,0,Brand New
3 Pack Mens Half Frame Blue Light Blocking Reading Glasses Spring Hinge Readers,True,,1079,0,Brand New
