name,free_returns,items_sold,item_price,item_shipping,item_status
Genuine Tour Leather Duffel Weekend Overnight Travel Gym Bag Holdall Luggage,True,,51888679,0,New (Other)
New Bag Leather Travel Men Retro Handmade Duffle Luggage Gym Weekend Shoulder ,True,0,716511707,0,New (Other)
KIPLING LARGE CLEAR BLUE METALLIC TRAVEL BAG..NEW IN WRAP /NICE ! ! !,False,,8500,0,Brand New
SAMSONITE 30” Lite Air ADV Large Expandable Check In Spinner Suitcase Luggage,False,,14900,5000,New (Other)
"Eagle Creek Geographic Expedition Duffel Bag Olive Green , Large Travel Retired",False,,3000,2220,Pre-Owned
Kipling Bag Tote Weekend Black Large Adj. Shoulder Strap 2 Handles Outer Pockets,False,,4500,0,Pre-Owned
EDDIE BOWER Rolling Duffel Traverse 32 Wheeled Green Travel Garment Bag,False,,8000,2811,Pre-Owned
Kipling Large Black Duffle Carry On Travel Bag,False,,7999,1203,Pre-Owned
Rare Vintage 1990s BBS Wheels Monogram Folding Large Garment Bag by Germany ,False,,249900,0,Pre-Owned
Men's Leather Large Duffle Travel Bag Baggage Luggage Weekender Overnight Bags,True,17,777110597,0,New (Other)
"Skyline 29"" Softside Expandable Large Checked Spinner Suitcase - Gray",True,,7500,13385,Pre-Owned
Gray Protocol JC Penney Large Rolling Pull Handle Suitcase,False,,1499,1705,Pre-Owned
Large Vintage 21x17x7 Zero Halliburton Los Angeles Aluminum Briefcase No Key,False,,5995,7526,Pre-Owned
Adidas EugeneRoller Skateboard Travel Roller Large Bag,False,,6999,5625,Pre-Owned
New ListingVtg TRAVEL BAG LEATHER HANDLES CARRY ON LARGE TOTE ROSES FLORAL BLACK CANVAS,False,,2500,1999,Pre-Owned
"LOUIS VUITTON Vintage Stratos 80 Monogram Suitcase - Large - Jumbo -  31"" - LV2",False,,120000,0,Pre-Owned
"$1000 Brics Bellagio 2.0 Spinner Trunk 32"" Large Suitcase Hard-side Luggage TSA",True,,52500,0,New (Other)
36L Women Sports Gym Tote Duffle Bag Large Capacity Folding Waterproof Travel US,True,,15951795,0,Brand New
Yves Rocher Large Green Travel Duffle Bag Lightweight Brocade Accents,True,,1005,862,Pre-Owned
Large Capacity Folding Travel Organizer Storage Luggage Carry-on Waterproof Bag,True,,948998,0,Brand New
Large Travel Garment Bag Suit Cover Dress Storage Foldable Carrier Bag w/ Handle,False,,602,219,Brand New
Bella Russo Large Wheeled Rolling Duffel Bag w/ Handles & Shoulder Strap  NEW,False,,1990,1203,Brand New
Vera Bradley Greenfield Large Travel Garment Bag Vintage EXCELLENT Condition,False,,4499,799,Pre-Owned
Alo Womens Double Handle Zip Top Logo Front Large Gym Luggage Bag Black Nylon,False,,3299,0,Pre-Owned
"LARGE Bob Timberlake Wheeled Trunk Luggage Duffle Bag Tan Brown Leather 32""",False,,8000,12726,Pre-Owned
Tumi 96111DH Black Leather Large Screen Laptop Messenger Briefcase Bag,False,,5444,0,Pre-Owned
Faux Leather Large Hand Bag And Carry On Suitcase New,False,,3599,1294,New (Other)
Victorias Secret Large Tote Pink Striped Zip Luggage Travel Beach Duffel Bag,False,,2590,795,Pre-Owned
Hardside Large Checked Spinner Suitcase - Open Story™,False,,16999,2200,Brand New
Garment Bags Convertible Suit Travel Bag with Shoes Compartment Waterproof Large,False,,6488,0,Brand New
VTG GREAT SHAPE Red Samsonite Silhouette Large Luggage W/ KEY Suitcase Hardcase,False,,6000,5000,Pre-Owned
Men Women Large Duffle Bag Travel Luggage GYM Sport Handbag Waterproof 72L Tote,True,,18982699,0,New (Other)
New ListingExpandable ABS Spinner Luggage Set Lightweight Suitcase Interior Mesh Zip Pocket,True,,16799,0,Brand New
Ralph Lauren POLO Duffle Bag New With Tags,False,0,4000,1710,Brand New
"New.  Nickelodeon Paw Patrol TEAMWORK  18"" Carry-On Duffel Bag",False,,999,1260,Brand New
Women's Lighten Up Large Rolling Duffle Luggage 23in Overnight Travel Suitcase,True,0,2389,0,Brand New
TUMI TRAVEL SUITCASE LUGGAGE LARGE ,False,,16000,4200,Pre-Owned
Banana Republic Large Canvas Travel Duffle Gym Bag Carry On,True,,3999,0,Pre-Owned
Vtg Pierre Cardin Flower Print Tapestry Duffle Bag Travel Set Of 2 Luggage Bags,False,,6000,1500,Pre-Owned
SWISS GEAR Large Duffle Bag Grey/Black Coated Gym Bag *SA9000,True,13,5219,0,New (Other)
1 pc Dustproof Clothes Garment Suit Dress Jacket Storage Bag Cover Travel Coat,False,364,699799,0,Brand New
"32 inch Large Duffel Bag With Wheels and Pull Handle Travel Bag, Gray",False,17,4000,0,Brand New
Portable Foldable Travel Luggage Baggage Storage Carry-On Duffle Bag Waterpoof,False,65,799,0,Brand New
"16"" mens womens Genuine Leather big large backpack rucksack laptop school bag",True,0,3001,3000,Brand New
Vintage Men Bag Leather Duffel Travel Luggage Gym Dayout Weekend Overnight,True,7,54878579,0,New (Other)
